X,Y
0.0,-0.0
0.05604337732030196,0.04559758610424325
0.11113134965084237,0.09223786166634795
0.1661756797473326,0.1378790900046596
0.22122000984382262,0.183520318342957
0.27630798217436303,0.23016059390506172
0.33235135949466543,0.27575818000931207
0.38743933182520607,0.3223984555714239
0.44348270914550847,0.36799604167567423
0.4985706814760489,0.41463631723777894
0.5546577010304019,0.4612329505658437
0.611700125574516,0.5067868944360328
0.667787145128869,0.5533835277640975
0.7248732119070345,0.5999365188581081
0.7819592786851997,0.6464895099521186
0.8390453454633646,0.6930425010461221
0.8971304594653422,0.7395518499060785
0.9552592157013704,0.7870602459898492
1.013344329703348,0.8335695948498056
1.0724721331631888,0.8810343486995293
1.1315562943889785,0.9275000553254316
1.1906840978488191,0.9749648091751482
1.2508109485324723,1.0223859207908248
1.3119368464399372,1.0697633901724402
1.3731063865814532,1.11813990677787
1.4342322844889182,1.1655173761594853
1.4963572296201961,1.2128512033070464
1.5585258169855247,1.261184077678429
1.6206507621168018,1.3085179048260045
1.6837311122378409,1.3548090425157113
1.74681146235888,1.401100180205411
1.8088927652561064,1.447434960129165
1.8719294731430949,1.4927270505950574
1.9349225387960323,1.5370200938371354
1.997871962214919,1.5803140898553991
2.0597786961759423,1.6226526808839097
2.1226408351267274,1.6639485824545517
2.1844166423855986,1.703290031811619
2.2461488074104192,1.7416324339448792
2.3068382829773766,1.779019431088372
2.367440474076232,1.8144083337842432
2.426956333483174,1.8478427842665397
2.486428550656065,1.8802781875250147
2.5448144361370417,1.9107591385699294
2.6030693949158668,1.938242947943401
2.660238022002777,1.963772305103305
2.7163203173977744,1.9873472100496343
2.771316281100858,2.008967662782389
2.825182270877976,2.027634616077755
2.87796192896318,2.044347117159546
2.9306106603462325,2.0580624765699014
2.981130370579508,2.0688679787769146
3.031562796344682,2.0776753865363133
3.0808652481838896,2.083529294858316
3.129037726097134,2.086429703742944
3.1760802300844135,2.0863766131901897
3.2219927601457288,2.0833700232000325
3.2667753162810786,2.0774099337725005
3.3114269457142766,2.0684527026735253
3.3539495539976976,2.0565856143712224
3.396297593344914,2.040722337173662
3.4375156587661673,2.0219055605387126
3.477603750261456,2.0001352844663955
3.51656186783078,1.9754115089566753
3.554346369240087,1.9467351867857587
3.5919999439472434,1.9150617229434204
3.6275681397386723,1.8814774491215402
3.6630054088279502,1.8448960336282312
3.6973127039912628,1.8053611186975331
3.731532714686473,1.7638281093192134
3.763667346465958,1.7203842899613733
3.79567105154329,1.673943328932097
3.82663206716276,1.6265469629130465
3.856506751090315,1.5771961446804426
3.8862941505497686,1.5258472320001957
3.915038860551359,1.4735429143301957
3.9427408810950864,1.4202831916704284
3.9693565699469007,1.3650690167970936
3.9959286165646635,1.3088557946999444
4.021457973724563,1.251687167613028
4.046987330884463,1.1945185405261185
4.071473998586499,1.136394508449449
4.0959170240544855,1.077271429148965
4.119317360064608,1.0171929448587207
4.141675006616867,0.9561590555787092
4.164032653169127,0.8951251662987048
4.1863902997213875,0.8340912770187003
4.207705256815784,0.7721019827489286
4.22897657167613,0.7091136412553496
4.249248839312663,0.6461689419958176
4.269477464715146,0.5822251955124784
4.289749732351679,0.5192804962529323
4.309934715520112,0.45433770254577865
4.330163340922594,0.39039395606243943
4.349349276867214,0.32549480458934
4.368535212811833,0.26059565311623345
4.387721148756453,0.195696501643134
4.406907084701072,0.13079735017002747
4.426093020645692,0.06589819869692803
4.44523531435626,-0.0
