X,Y
0.0,-0.0
0.04819964000511945,0.042682487080498266
0.09639928001023801,0.08536497416099653
0.14459892001535657,0.12804746124149524
0.19279856002047513,0.1707299483219944
0.24097052637844296,0.21241281839120685
0.2901697833948482,0.2550676318245544
0.3383970970471193,0.2987497359163398
0.38759635406352455,0.34140454934968734
0.4367956110799289,0.38405936278303443
0.4870221587547725,0.4276861195805175
0.5372210327824645,0.4703132593667134
0.587447580457308,0.5139400161641965
0.6376741281321516,0.5575667729616791
0.6889002928182801,0.6011658561120106
0.7411537481628478,0.6457368826264775
0.7933795298602639,0.6893082921296578
0.8466326022161175,0.7338516449969736
0.8998856745719719,0.7783949978642895
0.9541383639391121,0.8229106770844541
1.008418726953404,0.8684259733159045
1.0636987069789807,0.9139135959002043
1.119978304015846,0.9593735448373533
1.1772851917111486,1.005805437138637
1.2345920794064513,1.0522373294399205
1.292898584113039,1.0986415480940535
1.3522047058309141,1.1450180931010348
1.412510444560076,1.1913669644608649
1.4737881266533739,1.2366885451622571
1.53506580874667,1.2820101258636494
1.597315434204103,1.3263044159066042
1.6605646766728217,1.3705710323024078
1.7237585718472372,1.4128384146756385
1.7879244103857896,1.454078506390431
1.8520625752771895,1.4943189810939375
1.9171726835327254,1.5335321651390061
1.982227444493959,1.5707461151615014
2.048226475172176,1.6059331575142726
2.1141701585560915,1.6391209658444712
2.180058494645704,1.6703095401520964
2.2468911004523004,1.6994712067899975
2.3136683589645948,1.726633639405326
2.3803625965354342,1.7507972209867946
2.4469738131648215,1.7719619515344034
2.513502008852755,1.7901278310481534
2.579974857246386,1.80629447653933
2.647336628062698,1.8184349803382096
2.7136157609262703,1.8276043067503807
2.7807838162125256,1.8327474914702548
2.846841559898885,1.8339198817921338
2.912816282643795,1.8320934210801536
2.9787079844472517,1.827268109334314
3.0444889916621003,1.8184443295433281
3.1101869779354976,1.8066216987184829
3.1748023262561533,1.7918278905069296
3.2403342706466445,1.774007557614365
3.303811633720257,1.7542433379935303
3.3681779192165537,1.7304529766803984
3.43151691405441,1.7056906720031315
3.4937732709395286,1.6779571899391557
3.555946606883192,1.647224856841321
3.618092269179706,1.6154929067321993
3.679182967170628,1.5817893962476557
3.7392187008559636,1.5461143253876908
3.7992267608941477,1.5094396375164392
3.8581798566267436,1.4707933892697658
3.9161056617008994,1.4311751976589568
3.9730041761166204,1.3905850626840133
4.02987501688519,1.3489953106977826
4.085718566995317,1.3064336153474168
4.140534826447012,1.2628999766329159
4.194351468887418,1.2193940115655666
4.247140820669386,1.174916103134081
4.298930555440067,1.1304658683497468
4.349720673199465,1.0860433072125648
4.3995111739475705,1.041648419722533
4.448302057684395,0.997281205879653
4.496093324409931,0.952941665683924
4.54288497412418,0.9086297991353462
4.58770506346301,0.8653728968923571
4.632497479154686,0.8211163776380821
4.6753183344709415,0.7779148226893957
4.718111516140044,0.7337136507294226
4.759932754445011,0.6905397694278874
4.800726702091542,0.6463939447622171
4.840548706373938,0.6032754107549838
4.879371093645047,0.560184550394903
4.918165807269005,0.5160940730235346
4.955988577528827,0.4730308863106045
4.993811347788648,0.429967699597674
5.030634501037185,0.38693218653189465
5.067457654285721,0.34389667346611574
5.10328119052297,0.30088883404748756
5.139104726760219,0.25788099462886027
5.173928645986183,0.21490082885738282
5.209752182223432,0.17189298943875553
5.244576101449396,0.12891282366727852
5.279400020675358,0.08593265789580151
5.314223939901319,0.04295249212432539
5.348048242115996,-4.440892098500626e-16
